,x,y,theta,speed
0,909.48,1128.67,0.0,30
1,909.4860000000001,1128.67,0.0,30
2,909.492,1128.67,0.0,30
3,909.5,1128.67,0.0,30
4,909.5219999999999,1128.67,0.0,30
5,909.57,1128.67,0.0,30
6,909.6360000000001,1128.67,0.0,30
7,909.72,1128.67,0.0,30
8,909.86,1128.67,0.0,30
9,909.9860000000001,1128.67,0.0,30
10,910.13,1128.67,0.0,30
11,910.2919999999999,1128.67,0.0,30
12,910.472,1128.67,0.0,30
13,910.669,1128.67,0.0,30
14,910.885,1128.67,0.0,30
15,911.201,1128.67,0.0,30
16,911.459,1128.67,0.0,30
17,911.735,1128.67,0.0,30
18,912.029,1128.67,0.0,30
19,912.34,1128.67,0.0,30
20,912.6669999999999,1128.67,0.0,30
21,913.0110000000001,1128.67,0.0,30
22,913.497,1128.67,0.0,30
23,913.882,1128.67,0.0,30
24,914.284,1128.68,0.0,30
25,914.703,1128.68,0.0,30
26,915.1389999999999,1128.68,0.0,30
27,915.747,1128.69,0.0,30
28,916.2230000000001,1128.69,0.0,30
29,916.715,1128.69,0.0,30
30,917.225,1128.7,0.0,30
31,917.752,1128.71,0.0,30
32,918.4810000000001,1128.73,0.0,30
33,919.048,1128.74,0.0,30
34,919.632,1128.76,0.0,30
35,920.2330000000001,1128.78,0.0,30
36,920.8510000000001,1128.8,0.0,30
37,921.701,1128.84,0.0,30
38,922.3580000000001,1128.86,0.0,30
39,923.033,1128.89,0.0,30
40,923.725,1128.92,0.0,30
41,924.434,1128.96,0.0,30
42,925.159,1129.0,0.0,30
43,925.9019999999999,1129.04,0.0,30
44,926.6619999999999,1129.08,0.0,30
45,927.438,1129.12,0.0,30
46,928.232,1129.17,0.0,30
47,929.0419999999999,1129.21,0.0,30
48,929.868,1129.27,0.0,30
49,930.712,1129.32,0.0,30
50,931.572,1129.37,0.0,30
51,932.154,1129.41,0.0,30
52,933.0419999999999,1129.47,0.0,30
53,933.946,1129.53,0.0,30
54,934.867,1129.6,0.0,30
55,935.805,1129.66,0.0,30
56,936.7589999999999,1129.73,0.0,30
57,937.404,1129.78,0.0,30
58,938.3860000000001,1129.85,0.0,30
59,939.383,1129.91,0.0,30
60,940.395,1129.99,0.0,30
61,941.079,1130.04,0.0,30
62,942.117,1130.12,0.0,30
63,943.17,1130.2,0.0,30
64,943.88,1130.26,0.0,30
65,944.959,1130.35,0.0,30
66,946.052,1130.45,0.0,30
67,946.789,1130.52,0.0,30
68,947.9069999999999,1130.63,0.0,30
69,948.66,1130.7,0.0,30
70,949.801,1130.82,0.0,30
71,950.957,1130.95,0.0,30
72,951.735,1131.03,0.0,30
73,952.915,1131.17,0.0,30
74,954.1080000000001,1131.31,0.0,30
75,954.913,1131.4,0.0,30
76,956.1289999999999,1131.55,0.0,30
77,956.947,1131.65,0.0,30
78,958.186,1131.81,0.0,30
79,959.018,1131.92,0.0,30
80,960.279,1132.08,0.0,30
81,961.125,1132.19,0.0,30
82,962.4060000000001,1132.37,0.0,30
83,963.699,1132.55,0.0,30
84,964.567,1132.67,0.0,30
85,965.877,1132.86,0.0,30
86,966.752,1132.99,0.0,30
87,967.623,1133.12,0.0,30
88,968.933,1133.32,0.0,30
89,969.8,1133.45,0.0,30
90,971.102,1133.66,0.0,30
91,972.4010000000001,1133.88,0.0,30
92,973.2689999999999,1134.02,0.0,30
93,974.137,1134.18,0.0,30
94,975.436,1134.42,0.0,30
95,976.3,1134.59,0.0,30
96,977.1619999999999,1134.76,0.0,30
97,978.454,1135.02,0.0,30
98,979.312,1135.21,0.0,30
99,980.174,1135.4,0.0,30
100,981.46,1135.69,0.0,50
101,982.314,1135.9,0.0,50
102,983.596,1136.21,0.0,50
103,984.45,1136.43,0.0,50
104,985.301,1136.65,0.0,50
105,986.574,1136.99,0.0,50
106,987.422,1137.23,0.0,50
107,988.2689999999999,1137.47,0.0,50
108,989.5369999999999,1137.84,0.0,50
109,990.382,1138.09,0.0,50
110,991.227,1138.35,0.0,50
111,992.4860000000001,1138.74,0.0,50
112,993.326,1139.01,0.0,50
113,994.164,1139.28,0.0,50
114,995.002,1139.56,0.0,50
115,996.257,1139.97,0.0,50
116,997.095,1140.26,0.0,50
117,997.93,1140.55,0.0,50
118,998.762,1140.84,0.0,50
119,1000.01,1141.29,0.0,50
120,1000.84,1141.58,0.0,50
121,1001.67,1141.88,0.0,50
122,1002.5,1142.19,0.0,50
123,1003.34,1142.49,0.0,50
124,1004.58,1142.96,0.0,50
125,1005.4,1143.27,0.0,50
126,1006.23,1143.58,0.0,50
127,1007.47,1144.06,0.0,50
128,1008.29,1144.38,0.0,50
129,1009.12,1144.69,0.0,50
130,1009.94,1145.01,0.0,50
131,1010.76,1145.34,0.0,50
132,1011.59,1145.66,0.0,50
133,1012.82,1146.14,0.0,50
134,1013.64,1146.47,0.0,50
135,1014.46,1146.79,0.0,50
136,1015.28,1147.12,0.0,50
137,1016.1,1147.44,0.0,50
138,1017.34,1147.94,0.0,50
139,1018.15,1148.27,0.0,50
140,1018.97,1148.6,0.0,50
141,1019.79,1148.92,0.0,50
142,1020.61,1149.25,0.0,50
143,1021.43,1149.58,0.0,50
144,1022.66,1150.08,0.0,50
145,1023.49,1150.41,0.0,50
146,1024.31,1150.74,0.0,50
147,1025.13,1151.07,0.0,50
148,1025.95,1151.4,0.0,50
149,1026.77,1151.73,0.0,50
150,1028.0,1152.22,0.0,50
151,1028.82,1152.55,0.0,50
152,1029.64,1152.88,0.0,50
153,1030.46,1153.21,0.0,50
154,1031.28,1153.54,0.0,50
155,1032.1,1153.87,0.0,50
156,1033.33,1154.36,0.0,50
157,1034.15,1154.69,0.0,50
158,1034.97,1155.03,0.0,50
159,1035.79,1155.37,0.0,50
160,1036.61,1155.7,0.0,50
161,1037.42,1156.04,0.0,50
162,1038.24,1156.38,0.0,50
163,1039.05,1156.72,0.0,50
164,1040.27,1157.24,0.0,50
165,1041.09,1157.58,0.0,50
166,1041.9,1157.92,0.0,50
167,1042.72,1158.27,0.0,50
168,1043.53,1158.61,0.0,50
169,1044.34,1158.96,0.0,50
170,1045.56,1159.48,0.0,50
171,1046.37,1159.83,0.0,50
172,1047.18,1160.18,0.0,50
173,1047.99,1160.53,0.0,50
174,1048.8,1160.89,0.0,50
175,1049.61,1161.24,0.0,50
176,1050.82,1161.77,0.0,50
177,1051.63,1162.13,0.0,50
178,1052.44,1162.48,0.0,50
179,1053.25,1162.84,0.0,50
180,1054.06,1163.2,0.0,50
181,1055.27,1163.73,0.0,50
182,1056.08,1164.09,0.0,50
183,1056.88,1164.45,0.0,50
184,1057.69,1164.81,0.0,50
185,1058.5,1165.17,0.0,50
186,1059.3,1165.53,0.0,50
187,1060.51,1166.06,0.0,50
188,1061.32,1166.41,0.0,50
189,1062.13,1166.77,0.0,50
190,1062.94,1167.12,0.0,50
191,1063.75,1167.46,0.0,50
192,1064.57,1167.81,0.0,50
193,1065.78,1168.32,0.0,50
194,1066.6,1168.66,0.0,50
195,1067.41,1168.99,0.0,50
196,1068.23,1169.32,0.0,50
197,1069.05,1169.65,0.0,50
198,1069.87,1169.98,0.0,50
199,1071.09,1170.46,0.0,50
200,1071.91,1170.78,0.0,30
201,1072.74,1171.09,0.0,30
202,1073.56,1171.4,0.0,30
203,1074.39,1171.71,0.0,30
204,1075.21,1172.02,0.0,30
205,1076.04,1172.32,0.0,30
206,1077.28,1172.77,0.0,30
207,1078.11,1173.06,0.0,30
208,1078.94,1173.35,0.0,30
209,1079.78,1173.64,0.0,30
210,1080.61,1173.92,0.0,30
211,1081.45,1174.2,0.0,30
212,1082.28,1174.47,0.0,30
213,1083.12,1174.74,0.0,30
214,1084.38,1175.14,0.0,30
215,1086.07,1175.64,0.0,30
216,1086.49,1175.77,0.0,30
217,1087.33,1176.01,0.0,30
218,1087.76,1176.13,0.0,30
219,1088.6,1176.36,0.0,30
220,1089.45,1176.6,0.0,30
221,1090.31,1176.82,0.0,30
222,1091.16,1177.04,0.0,30
223,1092.02,1177.26,0.0,30
224,1093.3,1177.57,0.0,30
225,1094.16,1177.78,0.0,30
226,1095.02,1177.98,0.0,30
227,1095.88,1178.18,0.0,30
228,1096.74,1178.37,0.0,30
229,1097.6,1178.56,0.0,30
230,1098.46,1178.75,0.0,30
231,1099.32,1178.93,0.0,30
232,1100.18,1179.12,0.0,30
233,1101.05,1179.29,0.0,30
234,1101.91,1179.47,0.0,30
235,1102.78,1179.64,0.0,30
236,1103.65,1179.81,0.0,30
237,1104.52,1179.97,0.0,30
238,1105.38,1180.13,0.0,30
239,1105.82,1180.21,0.0,30
240,1106.69,1180.37,0.0,30
241,1107.56,1180.52,0.0,30
242,1108.43,1180.66,0.0,30
243,1109.3,1180.81,0.0,30
244,1110.17,1180.94,0.0,30
245,1111.04,1181.08,0.0,30
246,1111.91,1181.21,0.0,30
247,1112.79,1181.34,0.0,30
248,1113.66,1181.47,0.0,30
249,1114.53,1181.6,0.0,30
250,1115.4,1181.72,0.0,30
251,1116.28,1181.84,0.0,30
252,1117.15,1181.95,0.0,30
253,1118.03,1182.07,0.0,30
254,1118.9,1182.18,0.0,30
255,1119.78,1182.29,0.0,30
256,1120.22,1182.35,0.0,30
257,1121.1,1182.45,0.0,30
258,1121.97,1182.55,0.0,30
259,1122.85,1182.65,0.0,30
260,1123.73,1182.75,0.0,30
261,1124.6,1182.84,0.0,30
262,1125.04,1182.89,0.0,30
263,1125.92,1182.98,0.0,30
264,1126.8,1183.07,0.0,30
265,1127.68,1183.16,0.0,30
266,1128.56,1183.24,0.0,30
267,1129.44,1183.33,0.0,30
268,1129.88,1183.37,0.0,30
269,1130.76,1183.45,0.0,30
270,1131.64,1183.53,0.0,30
271,1132.52,1183.6,0.0,30
272,1133.4,1183.68,0.0,30
273,1134.28,1183.75,0.0,30
274,1135.16,1183.82,0.0,30
275,1136.04,1183.89,0.0,30
276,1136.48,1183.93,0.0,30
277,1137.37,1184.0,0.0,30
278,1138.25,1184.07,0.0,30
279,1139.13,1184.13,0.0,30
280,1140.02,1184.19,0.0,30
281,1140.9,1184.26,0.0,30
282,1141.78,1184.32,0.0,30
283,1142.66,1184.38,0.0,30
284,1143.1,1184.41,0.0,30
285,1143.98,1184.47,0.0,30
286,1144.86,1184.54,0.0,30
287,1145.74,1184.6,0.0,30
288,1146.63,1184.66,0.0,30
289,1147.51,1184.72,0.0,30
290,1148.39,1184.78,0.0,30
291,1149.28,1184.84,0.0,30
292,1150.16,1184.89,0.0,30
293,1151.04,1184.95,0.0,30
294,1151.48,1184.98,0.0,30
295,1152.36,1185.03,0.0,30
296,1153.24,1185.09,0.0,30
297,1154.12,1185.14,0.0,30
298,1155.01,1185.19,0.0,30
299,1155.89,1185.24,0.0,30
300,1156.77,1185.29,0.0,50
301,1157.65,1185.34,0.0,50
302,1158.53,1185.39,0.0,50
303,1159.41,1185.44,0.0,50
304,1160.3,1185.49,0.0,50
305,1161.18,1185.54,0.0,50
306,1162.06,1185.59,0.0,50
307,1162.94,1185.64,0.0,50
308,1163.83,1185.69,0.0,50
309,1164.71,1185.73,0.0,50
310,1166.03,1185.81,0.0,50
311,1166.91,1185.86,0.0,50
312,1167.79,1185.9,0.0,50
313,1168.67,1185.95,0.0,50
314,1169.56,1186.0,0.0,50
315,1170.44,1186.05,0.0,50
316,1171.32,1186.1,0.0,50
317,1172.2,1186.14,0.0,50
318,1173.08,1186.19,0.0,50
319,1173.96,1186.24,0.0,50
320,1175.29,1186.31,0.0,50
321,1176.17,1186.36,0.0,50
322,1177.05,1186.41,0.0,50
323,1177.94,1186.45,0.0,50
324,1178.82,1186.5,0.0,50
325,1179.7,1186.54,0.0,50
326,1180.59,1186.59,0.0,50
327,1181.91,1186.66,0.0,50
328,1182.79,1186.7,0.0,50
329,1183.68,1186.75,0.0,50
330,1184.56,1186.8,0.0,50
331,1185.88,1186.87,0.0,50
332,1186.77,1186.91,0.0,50
333,1187.65,1186.96,0.0,50
334,1188.98,1187.02,0.0,50
335,1189.86,1187.07,0.0,50
336,1190.75,1187.11,0.0,50
337,1192.07,1187.18,0.0,50
338,1192.96,1187.22,0.0,50
339,1193.84,1187.27,0.0,50
340,1195.17,1187.33,0.0,50
341,1196.06,1187.38,0.0,50
342,1196.94,1187.42,0.0,50
343,1198.27,1187.49,0.0,50
344,1199.15,1187.53,0.0,50
345,1200.03,1187.57,0.0,50
346,1201.36,1187.64,0.0,50
347,1202.24,1187.68,0.0,50
348,1203.57,1187.75,0.0,50
349,1204.45,1187.79,0.0,50
350,1205.78,1187.86,0.0,50
351,1206.66,1187.9,0.0,50
352,1207.99,1187.96,0.0,50
353,1208.87,1188.0,0.0,50
354,1210.19,1188.06,0.0,50
355,1211.08,1188.1,0.0,50
356,1212.4,1188.16,0.0,50
357,1213.29,1188.19,0.0,50
358,1214.62,1188.24,0.0,50
359,1215.5,1188.28,0.0,50
360,1216.83,1188.32,0.0,50
361,1217.71,1188.35,0.0,50
362,1219.04,1188.38,0.0,50
363,1219.92,1188.41,0.0,50
364,1221.24,1188.44,0.0,50
365,1222.13,1188.46,0.0,50
366,1223.45,1188.48,0.0,50
367,1224.34,1188.5,0.0,50
368,1225.66,1188.52,0.0,50
369,1226.55,1188.53,0.0,50
370,1227.87,1188.54,0.0,50
371,1228.76,1188.54,0.0,50
372,1230.09,1188.55,0.0,50
373,1231.41,1188.55,0.0,50
374,1232.29,1188.54,0.0,50
375,1233.62,1188.54,0.0,50
376,1234.5,1188.53,0.0,50
377,1235.83,1188.52,0.0,50
378,1236.71,1188.51,0.0,50
379,1238.04,1188.5,0.0,50
380,1238.92,1188.49,0.0,50
381,1240.25,1188.47,0.0,50
382,1241.13,1188.46,0.0,50
383,1242.46,1188.44,0.0,50
384,1243.34,1188.42,0.0,50
385,1244.67,1188.4,0.0,50
386,1245.55,1188.38,0.0,50
387,1246.88,1188.36,0.0,50
388,1247.76,1188.34,0.0,50
389,1249.09,1188.31,0.0,50
390,1249.97,1188.29,0.0,50
391,1251.29,1188.26,0.0,50
392,1252.18,1188.23,0.0,50
393,1253.5,1188.2,0.0,50
394,1254.39,1188.17,0.0,50
395,1255.72,1188.13,0.0,50
396,1256.6,1188.1,0.0,50
397,1257.92,1188.06,0.0,50
398,1258.81,1188.03,0.0,50
399,1260.13,1187.99,0.0,50
400,1261.02,1187.96,0.0,30
401,1262.34,1187.92,0.0,30
402,1263.23,1187.89,0.0,30
403,1264.56,1187.85,0.0,30
404,1265.44,1187.82,0.0,30
405,1266.76,1187.78,0.0,30
406,1268.09,1187.74,0.0,30
407,1268.97,1187.71,0.0,30
408,1270.3,1187.67,0.0,30
409,1271.18,1187.64,0.0,30
410,1272.51,1187.6,0.0,30
411,1273.83,1187.56,0.0,30
412,1275.16,1187.51,0.0,30
413,1276.04,1187.49,0.0,30
414,1277.37,1187.44,0.0,30
415,1278.69,1187.4,0.0,30
416,1279.58,1187.38,0.0,30
417,1280.9,1187.34,0.0,30
418,1282.23,1187.29,0.0,30
419,1283.12,1187.27,0.0,30
420,1284.44,1187.22,0.0,30
421,1285.76,1187.17,0.0,30
422,1286.65,1187.13,0.0,30
423,1287.97,1187.07,0.0,30
424,1289.3,1187.01,0.0,30
425,1290.18,1186.96,0.0,30
426,1291.5,1186.89,0.0,30
427,1292.38,1186.84,0.0,30
428,1293.71,1186.76,0.0,30
429,1295.03,1186.68,0.0,30
430,1295.91,1186.62,0.0,30
431,1297.23,1186.52,0.0,30
432,1298.11,1186.46,0.0,30
433,1299.0,1186.4,0.0,30
434,1300.32,1186.3,0.0,30
435,1301.2,1186.23,0.0,30
436,1302.53,1186.12,0.0,30
437,1303.41,1186.05,0.0,30
438,1304.29,1185.98,0.0,30
439,1305.17,1185.9,0.0,30
440,1306.49,1185.79,0.0,30
441,1307.37,1185.71,0.0,30
442,1308.25,1185.63,0.0,30
443,1309.13,1185.55,0.0,30
444,1310.01,1185.46,0.0,30
445,1311.33,1185.34,0.0,30
446,1312.21,1185.25,0.0,30
447,1313.09,1185.16,0.0,30
448,1313.96,1185.08,0.0,30
449,1314.84,1184.98,0.0,30
450,1315.72,1184.89,0.0,30
451,1316.6,1184.81,0.0,30
452,1317.48,1184.71,0.0,30
453,1318.37,1184.62,0.0,30
454,1319.25,1184.53,0.0,30
455,1319.68,1184.48,0.0,30
456,1320.56,1184.39,0.0,30
457,1321.44,1184.3,0.0,30
458,1322.32,1184.21,0.0,30
459,1323.2,1184.12,0.0,30
460,1324.08,1184.03,0.0,30
461,1324.96,1183.93,0.0,30
462,1325.84,1183.85,0.0,30
463,1326.72,1183.76,0.0,30
464,1327.6,1183.66,0.0,30
465,1328.48,1183.58,0.0,30
466,1329.36,1183.48,0.0,30
467,1329.8,1183.44,0.0,30
468,1330.68,1183.35,0.0,30
469,1331.56,1183.26,0.0,30
470,1332.44,1183.17,0.0,30
471,1333.32,1183.08,0.0,30
472,1334.2,1182.99,0.0,30
473,1335.08,1182.9,0.0,30
474,1335.96,1182.81,0.0,30
475,1336.84,1182.72,0.0,30
476,1337.72,1182.64,0.0,30
477,1338.16,1182.59,0.0,30
478,1339.04,1182.51,0.0,30
479,1339.91,1182.42,0.0,30
480,1340.79,1182.33,0.0,30
481,1341.67,1182.25,0.0,30
482,1342.55,1182.16,0.0,30
483,1343.43,1182.08,0.0,30
484,1344.32,1181.99,0.0,30
485,1345.2,1181.91,0.0,30
486,1346.08,1181.82,0.0,30
487,1346.52,1181.78,0.0,30
488,1347.4,1181.7,0.0,30
489,1348.28,1181.61,0.0,30
490,1349.16,1181.53,0.0,30
491,1350.04,1181.44,0.0,30
492,1350.92,1181.36,0.0,30
493,1351.8,1181.28,0.0,30
494,1352.68,1181.19,0.0,30
495,1353.56,1181.11,0.0,30
496,1354.0,1181.07,0.0,30
497,1354.88,1180.98,0.0,30
498,1355.76,1180.9,0.0,30
499,1356.64,1180.81,0.0,30
500,1357.52,1180.73,0.0,50
501,1358.4,1180.65,0.0,50
502,1359.28,1180.56,0.0,50
503,1359.71,1180.52,0.0,50
504,1360.6,1180.44,0.0,50
505,1361.48,1180.35,0.0,50
506,1362.36,1180.27,0.0,50
507,1363.24,1180.18,0.0,50
508,1364.12,1180.1,0.0,50
509,1364.56,1180.06,0.0,50
510,1365.44,1179.97,0.0,50
511,1366.32,1179.89,0.0,50
512,1367.2,1179.81,0.0,50
513,1368.08,1179.72,0.0,50
514,1368.96,1179.64,0.0,50
515,1369.84,1179.56,0.0,50
516,1370.72,1179.48,0.0,50
517,1371.16,1179.44,0.0,50
518,1372.04,1179.36,0.0,50
519,1372.92,1179.28,0.0,50
520,1373.8,1179.2,0.0,50
521,1374.68,1179.12,0.0,50
522,1375.56,1179.04,0.0,50
523,1375.99,1179.0,0.0,50
524,1376.88,1178.91,0.0,50
525,1377.76,1178.83,0.0,50
526,1378.64,1178.75,0.0,50
527,1379.52,1178.67,0.0,50
528,1380.4,1178.59,0.0,50
529,1381.28,1178.5,0.0,50
530,1381.72,1178.46,0.0,50
531,1382.6,1178.38,0.0,50
532,1383.48,1178.29,0.0,50
533,1384.36,1178.2,0.0,50
534,1385.23,1178.11,0.0,50
535,1386.11,1178.02,0.0,50
536,1386.55,1177.97,0.0,50
537,1387.43,1177.88,0.0,50
538,1388.31,1177.78,0.0,50
539,1389.19,1177.68,0.0,50
540,1390.07,1177.59,0.0,50
541,1390.5,1177.54,0.0,50
542,1391.38,1177.44,0.0,50
543,1392.26,1177.35,0.0,50
544,1393.13,1177.25,0.0,50
545,1394.01,1177.15,0.0,50
546,1394.45,1177.11,0.0,50
547,1395.33,1177.01,0.0,50
548,1396.21,1176.91,0.0,50
549,1397.09,1176.81,0.0,50
550,1397.53,1176.76,0.0,50
551,1398.41,1176.66,0.0,50
552,1399.28,1176.56,0.0,50
553,1400.16,1176.45,0.0,50
554,1401.04,1176.35,0.0,50
555,1401.47,1176.29,0.0,50
556,1402.35,1176.18,0.0,50
557,1403.23,1176.08,0.0,50
558,1404.11,1175.97,0.0,50
559,1404.99,1175.86,0.0,50
560,1405.43,1175.81,0.0,50
561,1406.31,1175.7,0.0,50
562,1407.18,1175.59,0.0,50
563,1408.06,1175.48,0.0,50
564,1408.5,1175.42,0.0,50
565,1409.38,1175.31,0.0,50
566,1410.26,1175.2,0.0,50
567,1411.13,1175.09,0.0,50
568,1412.01,1174.98,0.0,50
569,1412.45,1174.93,0.0,50
570,1413.33,1174.82,0.0,50
571,1414.21,1174.7,0.0,50
572,1415.09,1174.59,0.0,50
573,1415.96,1174.48,0.0,50
574,1416.4,1174.42,0.0,50
575,1417.28,1174.31,0.0,50
576,1418.16,1174.2,0.0,50
577,1419.03,1174.09,0.0,50
578,1419.91,1173.98,0.0,50
579,1420.35,1173.92,0.0,50
580,1421.22,1173.81,0.0,50
581,1422.1,1173.7,0.0,50
582,1422.97,1173.59,0.0,50
583,1423.85,1173.47,0.0,50
584,1424.29,1173.42,0.0,50
585,1425.16,1173.31,0.0,50
586,1426.04,1173.19,0.0,50
587,1426.92,1173.08,0.0,50
588,1427.35,1173.03,0.0,50
589,1428.23,1172.91,0.0,50
590,1429.1,1172.8,0.0,50
591,1429.98,1172.69,0.0,50
592,1430.86,1172.58,0.0,50
593,1431.29,1172.52,0.0,50
594,1432.17,1172.41,0.0,50
595,1433.05,1172.3,0.0,50
596,1433.92,1172.18,0.0,50
597,1434.36,1172.13,0.0,50
598,1435.24,1172.02,0.0,50
599,1436.11,1171.91,0.0,50
600,1436.99,1171.8,0.0,30
601,1437.43,1171.74,0.0,30
602,1438.31,1171.63,0.0,30
603,1439.19,1171.52,0.0,30
604,1440.07,1171.41,0.0,30
605,1440.94,1171.3,0.0,30
606,1441.38,1171.25,0.0,30
607,1442.26,1171.14,0.0,30
608,1443.13,1171.03,0.0,30
609,1444.01,1170.91,0.0,30
610,1444.45,1170.86,0.0,30
611,1445.33,1170.74,0.0,30
612,1446.21,1170.63,0.0,30
613,1447.09,1170.52,0.0,30
614,1447.96,1170.41,0.0,30
615,1448.4,1170.35,0.0,30
616,1449.28,1170.24,0.0,30
617,1450.15,1170.13,0.0,30
618,1451.03,1170.02,0.0,30
619,1451.9,1169.9,0.0,30
620,1452.34,1169.85,0.0,30
621,1453.22,1169.74,0.0,30
622,1454.09,1169.62,0.0,30
623,1454.97,1169.51,0.0,30
624,1455.85,1169.4,0.0,30
625,1456.72,1169.28,0.0,30
626,1457.16,1169.22,0.0,30
627,1458.03,1169.11,0.0,30
628,1458.91,1169.0,0.0,30
629,1459.79,1168.88,0.0,30
630,1460.66,1168.77,0.0,30
631,1461.1,1168.71,0.0,30
632,1461.98,1168.6,0.0,30
633,1462.86,1168.48,0.0,30
634,1463.73,1168.37,0.0,30
635,1464.61,1168.26,0.0,30
636,1465.48,1168.14,0.0,30
637,1465.92,1168.09,0.0,30
638,1466.79,1167.97,0.0,30
639,1467.67,1167.86,0.0,30
640,1468.55,1167.74,0.0,30
641,1469.42,1167.63,0.0,30
642,1469.86,1167.57,0.0,30
643,1470.74,1167.46,0.0,30
644,1471.61,1167.35,0.0,30
645,1472.49,1167.24,0.0,30
646,1473.36,1167.12,0.0,30
647,1474.24,1167.01,0.0,30
648,1474.68,1166.96,0.0,30
649,1475.55,1166.85,0.0,30
650,1476.43,1166.73,0.0,30
651,1477.31,1166.62,0.0,30
652,1477.75,1166.57,0.0,30
653,1478.62,1166.45,0.0,30
654,1479.5,1166.34,0.0,30
655,1480.37,1166.23,0.0,30
656,1480.81,1166.17,0.0,30
657,1481.69,1166.07,0.0,30
658,1482.57,1165.95,0.0,30
659,1483.45,1165.85,0.0,30
660,1484.32,1165.74,0.0,30
661,1484.76,1165.68,0.0,30
662,1485.64,1165.58,0.0,30
663,1486.52,1165.48,0.0,30
664,1487.39,1165.38,0.0,30
665,1487.83,1165.33,0.0,30
666,1488.71,1165.22,0.0,30
667,1489.59,1165.12,0.0,30
668,1490.47,1165.02,0.0,30
669,1490.91,1164.97,0.0,30
670,1491.79,1164.88,0.0,30
671,1492.66,1164.78,0.0,30
672,1493.1,1164.73,0.0,30
673,1493.98,1164.63,0.0,30
674,1494.86,1164.53,0.0,30
675,1495.73,1164.43,0.0,30
676,1496.17,1164.38,0.0,30
677,1497.05,1164.29,0.0,30
678,1497.93,1164.19,0.0,30
679,1498.81,1164.1,0.0,30
680,1499.69,1164.01,0.0,30
681,1500.13,1163.96,0.0,30
682,1501.01,1163.87,0.0,30
683,1501.89,1163.78,0.0,30
684,1502.33,1163.73,0.0,30
685,1503.21,1163.64,0.0,30
686,1504.09,1163.56,0.0,30
687,1504.97,1163.47,0.0,30
688,1505.41,1163.43,0.0,30
689,1506.29,1163.35,0.0,30
690,1507.16,1163.27,0.0,30
691,1507.61,1163.23,0.0,30
692,1508.49,1163.15,0.0,30
693,1509.37,1163.08,0.0,30
694,1510.25,1163.0,0.0,30
695,1510.69,1162.96,0.0,30
696,1511.57,1162.88,0.0,30
697,1512.44,1162.8,0.0,30
698,1512.88,1162.76,0.0,30
699,1513.77,1162.69,0.0,30
700,1514.65,1162.61,0.0,50
701,1515.53,1162.53,0.0,50
702,1515.97,1162.49,0.0,50
703,1516.85,1162.42,0.0,50
704,1517.73,1162.34,0.0,50
705,1518.17,1162.31,0.0,50
706,1519.05,1162.23,0.0,50
707,1519.93,1162.16,0.0,50
708,1520.81,1162.08,0.0,50
709,1521.25,1162.05,0.0,50
710,1522.13,1161.97,0.0,50
711,1523.01,1161.9,0.0,50
712,1523.89,1161.83,0.0,50
713,1524.33,1161.79,0.0,50
714,1525.21,1161.71,0.0,50
715,1526.09,1161.64,0.0,50
716,1526.97,1161.57,0.0,50
717,1527.41,1161.53,0.0,50
718,1528.3,1161.45,0.0,50
719,1529.18,1161.38,0.0,50
720,1530.06,1161.31,0.0,50
721,1530.5,1161.27,0.0,50
722,1531.38,1161.2,0.0,50
723,1532.27,1161.12,0.0,50
724,1533.14,1161.05,0.0,50
725,1533.58,1161.01,0.0,50
726,1534.46,1160.93,0.0,50
727,1535.34,1160.86,0.0,50
728,1536.22,1160.78,0.0,50
729,1536.66,1160.74,0.0,50
730,1537.55,1160.66,0.0,50
731,1538.42,1160.58,0.0,50
732,1539.3,1160.5,0.0,50
733,1539.74,1160.46,0.0,50
734,1540.62,1160.39,0.0,50
735,1541.5,1160.31,0.0,50
736,1542.38,1160.23,0.0,50
737,1542.83,1160.19,0.0,50
738,1543.7,1160.11,0.0,50
739,1544.58,1160.03,0.0,50
740,1545.46,1159.95,0.0,50
741,1546.34,1159.87,0.0,50
742,1546.78,1159.83,0.0,50
743,1547.66,1159.75,0.0,50
744,1548.55,1159.67,0.0,50
745,1549.43,1159.59,0.0,50
746,1550.31,1159.51,0.0,50
747,1550.74,1159.47,0.0,50
748,1551.62,1159.39,0.0,50
749,1552.5,1159.32,0.0,50
750,1553.38,1159.24,0.0,50
751,1554.26,1159.17,0.0,50
752,1554.7,1159.13,0.0,50
753,1555.58,1159.06,0.0,50
754,1556.47,1158.98,0.0,50
755,1557.35,1158.91,0.0,50
756,1558.23,1158.84,0.0,50
757,1558.67,1158.81,0.0,50
758,1559.55,1158.74,0.0,50
759,1560.43,1158.67,0.0,50
760,1561.32,1158.6,0.0,50
761,1562.2,1158.53,0.0,50
762,1562.64,1158.49,0.0,50
763,1563.52,1158.42,0.0,50
764,1564.4,1158.35,0.0,50
765,1565.29,1158.28,0.0,50
766,1566.17,1158.21,0.0,50
767,1566.61,1158.18,0.0,50
768,1567.49,1158.12,0.0,50
769,1568.37,1158.05,0.0,50
770,1569.25,1157.99,0.0,50
771,1570.13,1157.93,0.0,50
772,1570.58,1157.9,0.0,50
773,1571.46,1157.84,0.0,50
774,1572.34,1157.77,0.0,50
775,1573.22,1157.71,0.0,50
776,1573.66,1157.68,0.0,50
