actual,proposed
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,0.9742119908332825
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,0.989879846572876
0.02500000037252903,1.0
0.02500000037252903,0.8767509460449219
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,0.9814203381538391
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,0.9969997406005859
0.02500000037252903,0.9446856379508972
0.02500000037252903,0.9863540530204773
0.02500000037252903,1.0
0.02500000037252903,0.8464253544807434
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,0.9167317748069763
0.02500000037252903,0.9628092646598816
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,1.0
0.02500000037252903,0.9577099084854126
0.02500000037252903,0.9555671215057373
0.02500000037252903,0.9961228966712952
0.02500000037252903,0.9999211430549622
0.02500000037252903,0.8985888361930847
0.02500000037252903,0.9946239590644836
0.02500000037252903,0.9945487976074219
0.02500000037252903,0.8881250619888306
0.02500000037252903,0.9881475567817688
0.02500000037252903,0.8867814540863037
0.02500000037252903,0.9828220009803772
0.02500000037252903,0.9817633628845215
0.02500000037252903,1.0
0.02500000037252903,0.9803624749183655
0.02500000037252903,0.9789773225784302
0.02500000037252903,0.9777122735977173
0.02500000037252903,0.9764366745948792
0.02500000037252903,0.8749585151672363
0.02500000037252903,1.0
0.02500000037252903,0.9711793065071106
0.02500000037252903,0.9699574708938599
0.02500000037252903,0.9686264991760254
0.02500000037252903,0.9683550596237183
0.02500000037252903,0.9653564095497131
0.02500000037252903,0.9643873572349548
0.02500000037252903,0.9134340286254883
0.02500000037252903,0.9608559608459473
0.02500000037252903,0.9094336032867432
0.02500000037252903,0.90729820728302
0.02500000037252903,0.9541877508163452
0.02500000037252903,1.0
0.02500000037252903,0.9030223488807678
0.02500000037252903,0.9503969550132751
0.02500000037252903,0.9991047978401184
0.02500000037252903,0.9991451501846313
0.02500000037252903,0.8982040882110596
0.02500000037252903,0.8967129588127136
0.02500000037252903,0.9441182017326355
0.02500000037252903,0.9424428343772888
0.02500000037252903,0.941344678401947
0.02500000037252903,0.9900527596473694
0.02500000037252903,0.8903433084487915
0.02500000037252903,0.9372769594192505
0.02500000037252903,0.8863365650177002
0.02500000037252903,0.8835426568984985
0.02500000037252903,0.9309751987457275
0.02500000037252903,0.838495671749115
0.02500000037252903,0.8154510259628296
0.02500000037252903,0.8219970464706421
0.02500000037252903,0.9651170969009399
0.02500000037252903,0.8652430772781372
0.02500000037252903,0.9124515652656555
0.02500000037252903,0.9612310528755188
0.02500000037252903,0.8614131212234497
0.02500000037252903,0.8585901856422424
0.02500000037252903,0.9060372114181519
0.02500000037252903,0.9048826098442078
0.02500000037252903,0.9534240961074829
0.02500000037252903,0.9534648060798645
0.02500000037252903,0.853508472442627
0.02500000037252903,0.9497304558753967
0.02500000037252903,0.9497687220573425
0.02500000037252903,0.4992583692073822
0.02500000037252903,0.9378448128700256
0.02500000037252903,0.8378413915634155
0.02500000037252903,0.9352535009384155
0.02500000037252903,0.8853101134300232
0.02500000037252903,0.8840189576148987
0.02500000037252903,0.8827475309371948
0.02500000037252903,0.9314038157463074
0.02500000037252903,0.8814451098442078
0.02500000037252903,0.8815351128578186
0.02500000037252903,0.9288505911827087
0.02500000037252903,0.8289235234260559
0.02500000037252903,0.7764793038368225
0.02500000037252903,0.8222866654396057
0.02500000037252903,0.7218870520591736
0.02500000037252903,0.813599705696106
0.02500000037252903,0.8619170188903809
0.02500000037252903,0.8090791702270508
0.02500000037252903,0.7564936280250549
0.02500000037252903,0.7526214122772217
0.02500000037252903,0.8486394286155701
0.02500000037252903,0.7474306225776672
0.02500000037252903,0.7932401299476624
0.02500000037252903,0.84112548828125
0.02500000037252903,0.788623571395874
0.02500000037252903,0.7367634177207947
0.02500000037252903,0.7831676602363586
0.02500000037252903,0.7798989415168762
0.02500000037252903,0.7277604937553406
0.02500000037252903,0.7734299898147583
0.02500000037252903,0.7711484432220459
0.02500000037252903,0.7181680202484131
0.02500000037252903,0.8144776225090027
0.02500000037252903,0.9127495884895325
0.02500000037252903,0.7671720385551453
0.02500000037252903,0.7580006122589111
0.02500000037252903,0.8091800808906555
0.02500000037252903,0.8078445792198181
0.02500000037252903,0.9065164923667908
0.02500000037252903,0.8092787265777588
0.02500000037252903,0.6586304903030396
0.02500000037252903,0.8025980591773987
0.02500000037252903,0.8016046285629272
0.02500000037252903,0.6993982791900635
0.02500000037252903,0.6462807059288025
0.02500000037252903,0.740822970867157
0.02500000037252903,0.7387117147445679
0.02500000037252903,0.6851891279220581
0.02500000037252903,0.7819024324417114
0.02500000037252903,0.7799345850944519
0.02500000037252903,0.6793354749679565
0.02500000037252903,0.7248364686965942
0.02500000037252903,0.8223904967308044
0.02500000037252903,0.6725695729255676
0.02500000037252903,0.718478798866272
0.02500000037252903,0.7658426761627197
0.02500000037252903,0.8645000457763672
0.02500000037252903,0.6690219044685364
0.02500000037252903,0.6639478206634521
0.02500000037252903,0.9070761203765869
0.02500000037252903,0.6057977080345154
0.02500000037252903,0.6497592926025391
0.02500000037252903,0.5963335633277893
0.02500000037252903,0.6407894492149353
0.02500000037252903,0.6368964910507202
0.02500000037252903,0.682823896408081
0.02500000037252903,0.7302888631820679
0.02500000037252903,0.6288313269615173
0.02500000037252903,0.7249253392219543
0.02500000037252903,0.7236495018005371
0.02500000037252903,0.7723286151885986
0.02500000037252903,0.6188815236091614
0.02500000037252903,0.6172958016395569
0.02500000037252903,0.7644203901290894
0.02500000037252903,0.6145100593566895
0.02500000037252903,0.6604794859886169
0.02500000037252903,0.6079587340354919
0.02500000037252903,0.6545692086219788
0.02500000037252903,0.7009133696556091
0.02500000037252903,0.6499570608139038
0.02500000037252903,0.6973713636398315
0.02500000037252903,0.7459937334060669
0.02500000037252903,0.6960219740867615
0.02500000037252903,0.7947500944137573
0.02500000037252903,0.6996068358421326
0.02500000037252903,0.5831217169761658
0.02500000037252903,0.6909223794937134
0.02500000037252903,0.5906690955162048
0.02500000037252903,0.6851563453674316
0.02500000037252903,0.7842289805412292
0.02500000037252903,0.5932745933532715
0.02500000037252903,0.5729283690452576
0.02500000037252903,0.8274147510528564
0.02500000037252903,0.8303478956222534
0.02500000037252903,0.7830649614334106
0.02500000037252903,0.8842716813087463
0.02500000037252903,0.7384628653526306
0.02500000037252903,0.6885226368904114
0.02500000037252903,0.6372684240341187
0.02500000037252903,0.6845370531082153
0.02500000037252903,0.7333628535270691
0.02500000037252903,0.7833957076072693
0.02500000037252903,0.6857113242149353
0.02500000037252903,0.7843731045722961
0.02500000037252903,0.7849240303039551
0.02500000037252903,0.7388740181922913
0.02500000037252903,0.6389463543891907
0.02500000037252903,0.6877632141113281
0.02500000037252903,0.6823349595069885
0.02500000037252903,0.6311173439025879
0.02500000037252903,0.8269943594932556
0.02500000037252903,0.8296709656715393
0.02500000037252903,0.7324659824371338
0.02500000037252903,0.7324950695037842
0.02500000037252903,0.7325240969657898
0.02500000037252903,0.6328907608985901
0.02500000037252903,0.830580472946167
0.02500000037252903,0.7826462984085083
0.02500000037252903,0.6839209794998169
0.02500000037252903,0.7326692342758179
0.02500000037252903,0.7826997637748718
0.02500000037252903,0.7340607643127441
0.02500000037252903,0.6340975165367126
0.02500000037252903,0.681748628616333
0.02500000037252903,0.6798995733261108
0.02500000037252903,0.6288610100746155
0.02500000037252903,0.7262055277824402
0.02500000037252903,0.576391875743866
0.02500000037252903,0.6721619367599487
0.02500000037252903,0.6710296273231506
0.02500000037252903,0.7696250081062317
0.02500000037252903,0.7709991335868835
0.02500000037252903,0.77241450548172
0.02500000037252903,0.8262904286384583
0.02500000037252903,0.82916659116745
0.02500000037252903,0.7817025780677795
0.02500000037252903,0.8298860192298889
0.02500000037252903,0.7372512221336365
0.02500000037252903,0.7372809052467346
0.02500000037252903,0.6873442530632019
0.02500000037252903,0.6360083818435669
0.02500000037252903,0.833326518535614
0.02500000037252903,0.7860479950904846
0.02500000037252903,0.737421452999115
0.02500000037252903,0.7374506592750549
0.02500000037252903,0.7348430752754211
0.02500000037252903,0.7848508954048157
0.02500000037252903,0.7362340092658997
0.02500000037252903,0.6862791776657104
0.02500000037252903,0.8348739743232727
0.02500000037252903,0.7877434492111206
0.02500000037252903,0.7889358401298523
0.02500000037252903,0.8404061198234558
0.02500000037252903,0.8430198431015015
0.02500000037252903,0.7956918478012085
0.02500000037252903,0.7471352815628052
0.02500000037252903,0.8470597863197327
0.02500000037252903,0.7498612999916077
0.02500000037252903,0.8498590588569641
0.02500000037252903,0.802554726600647
0.02500000037252903,0.8039770126342773
0.02500000037252903,0.7053753733634949
0.02500000037252903,0.7540106177330017
0.02500000037252903,0.7540404796600342
0.02500000037252903,0.7040886878967285
0.02500000037252903,0.8027805089950562
0.02500000037252903,0.7041924595832825
0.02500000037252903,0.7028669118881226
0.02500000037252903,0.7015000581741333
0.02500000037252903,0.7502193450927734
0.02500000037252903,0.8001745343208313
0.02500000037252903,0.7516122460365295
0.02500000037252903,0.8016480803489685
0.02500000037252903,0.852935254573822
0.02500000037252903,0.7557017207145691
0.02500000037252903,0.8168527483940125
0.02500000037252903,0.8570546507835388
0.02500000037252903,0.8598048686981201
0.02500000037252903,0.7625186443328857
0.02500000037252903,0.7625488638877869
0.02500000037252903,0.7625796794891357
0.02500000037252903,0.8125956654548645
0.02500000037252903,0.7640334963798523
0.02500000037252903,0.7640637755393982
0.02500000037252903,0.70906662940979
0.02500000037252903,0.7623323202133179
0.02500000037252903,0.7623624801635742
0.02500000037252903,0.9594652652740479
0.02500000037252903,0.9726646542549133
0.0,-1.0
0.0,1.0
0.0,-0.32877570390701294
0.0,-0.22257085144519806
0.0,-0.111686572432518
0.0,-0.05138394981622696
0.0,0.013665593229234219
0.0,0.026245784014463425
0.0,-1.0
0.0,-0.07444628328084946
0.0,-0.06633421033620834
0.0,-0.004833500366657972
0.0,-0.09088370949029922
0.0,-0.0438084676861763
0.0,0.09857790917158127
0.0,0.0457480251789093
0.0,0.16012229025363922
0.0,0.22512634098529816
0.0,0.12995176017284393
0.0,0.11591606587171555
0.0,0.12330527603626251
0.0,0.17240560054779053
0.0,0.26301059126853943
0.0,0.16468505561351776
0.0,0.15391889214515686
0.0,0.21814167499542236
0.0,0.2544153928756714
0.0,0.2193707376718521
0.0,0.23077696561813354
0.0,0.2975993752479553
0.0,0.3106296956539154
0.0,0.3256390392780304
0.0,0.33518821001052856
0.0,0.30874359607696533
0.0,-1.0
0.0,0.34624961018562317
0.0,0.31039395928382874
0.0,0.312592089176178
0.0,0.3383367359638214
0.0,0.3606860935688019
0.0,0.41364577412605286
0.0,0.42822715640068054
0.0,0.39304691553115845
0.0,0.5069959759712219
0.0,0.4724492132663727
0.0,0.462554007768631
0.0,0.47652962803840637
0.0,-0.02274065464735031
0.0,0.9761914610862732
0.0,0.5039242506027222
0.0,0.567232072353363
0.02500000037252903,0.5812031030654907
0.02500000037252903,0.5971838235855103
0.02500000037252903,0.510255753993988
0.02500000037252903,0.5230674147605896
0.02500000037252903,0.4851250648498535
0.02500000037252903,0.546065628528595
0.02500000037252903,0.5076460838317871
0.02500000037252903,-0.8972281813621521
0.02500000037252903,0.34176376461982727
0.02500000037252903,0.3985840082168579
0.02500000037252903,0.4058300852775574
0.02500000037252903,0.4064359664916992
0.02500000037252903,0.37883391976356506
0.02500000037252903,0.32877349853515625
0.02500000037252903,0.28398004174232483
0.02500000037252903,0.2380739003419876
0.02500000037252903,0.2908240854740143
0.02500000037252903,0.24462299048900604
0.02500000037252903,0.2571117579936981
0.02500000037252903,0.251382440328598
0.02500000037252903,0.2041567862033844
0.02500000037252903,0.155488982796669
0.02500000037252903,0.2054612636566162
0.02500000037252903,0.15683215856552124
0.02500000037252903,0.15683713555335999
0.02500000037252903,0.15684211254119873
0.02500000037252903,0.15684708952903748
0.02500000037252903,0.1069258376955986
0.02500000037252903,0.15552368760108948
0.02500000037252903,0.15552860498428345
0.02500000037252903,0.15553352236747742
0.02500000037252903,-1.0
0.02500000037252903,0.06448769569396973
0.02500000037252903,0.013012813404202461
0.02500000037252903,0.060487110167741776
0.02500000037252903,0.04835236445069313
0.02500000037252903,0.05510598048567772
0.02500000037252903,0.05381220579147339
0.02500000037252903,0.0024189685937017202
0.02500000037252903,0.04975187033414841
0.02500000037252903,-0.0013624639250338078
0.02500000037252903,0.04579578712582588
0.02500000037252903,0.04447003826498985
0.02500000037252903,-0.006795279681682587
0.02500000037252903,-0.009612888097763062
0.02500000037252903,-0.021425237879157066
0.02500000037252903,0.033050376921892166
0.02500000037252903,-0.014297712594270706
0.02500000037252903,-0.08096960186958313
0.02500000037252903,-0.012477432377636433
0.02500000037252903,-0.0457775741815567
0.02500000037252903,-0.030815020203590393
0.02500000037252903,0.06648287177085876
0.02500000037252903,-0.17885859310626984
0.02500000037252903,-0.042135149240493774
0.02500000037252903,0.0071807196363806725
0.02500000037252903,-0.04393741860985756
0.02500000037252903,-0.04692678898572922
0.02500000037252903,0.0008089228067547083
0.02500000037252903,-0.001207121298648417
0.02500000037252903,-0.0021230652928352356
0.02500000037252903,-0.0034728499595075846
0.02500000037252903,-0.0549364909529686
0.0,-0.11757024377584457
0.0,-0.06546700745820999
0.0,-0.0670764371752739
0.0,-0.07190784066915512
0.0,-0.11831753700971603
0.0,-0.08118441700935364
0.0,-0.030175870284438133
0.0,0.01848643273115158
0.0,0.06849713623523712
0.0,0.2191895842552185
0.0,0.3326750695705414
0.02500000037252903,0.38385534286499023
0.02500000037252903,0.3422554135322571
0.02500000037252903,0.2501291036605835
0.02500000037252903,0.506096363067627
0.02500000037252903,0.29774102568626404
0.02500000037252903,0.37433159351348877
0.02500000037252903,0.43387705087661743
0.02500000037252903,0.3910271227359772
0.02500000037252903,0.09997719526290894
0.02500000037252903,0.35231661796569824
0.02500000037252903,0.3093595802783966
0.02500000037252903,0.3597300350666046
0.02500000037252903,0.3202710747718811
0.02500000037252903,0.35483574867248535
0.02500000037252903,0.28520458936691284
0.02500000037252903,0.2387012541294098
0.02500000037252903,0.14134244620800018
0.02500000037252903,0.29149651527404785
0.02500000037252903,0.1953023225069046
0.02500000037252903,0.19671334326267242
0.02500000037252903,0.14802707731723785
0.02500000037252903,0.14803168177604675
0.02500000037252903,0.09800977259874344
0.02500000037252903,0.14670750498771667
0.02500000037252903,0.146712064743042
0.02500000037252903,0.14671660959720612
0.02500000037252903,0.09668940305709839
0.0,0.09614907205104828
0.0,-1.0
0.0,-0.48141899704933167
0.0,-0.5409314632415771
0.0,-0.48763054609298706
0.0,-0.4889211356639862
0.0,-0.5418614149093628
0.0,-0.4934345781803131
0.0,-0.3946901261806488
0.0,-0.29318296909332275
0.0,-0.19420404732227325
0.0,-0.0763373002409935
0.0,-0.173757404088974
0.0,-0.16674397885799408
0.0,-0.21023273468017578
0.0,-0.2049260437488556
0.0,-0.3995656967163086
0.0,0.15087199211120605
0.0,-0.03520636260509491
0.0,-0.37563589215278625
0.0,0.37318453192710876
0.0,0.544731616973877
0.0,0.11823291331529617
0.0,0.07842449098825455
0.0,-0.3090474009513855
0.0,0.09041536599397659
0.0,0.5017147064208984
0.0,0.12281975895166397
0.0,0.1243041604757309
0.0,0.1974020004272461
0.0,-0.24379216134548187
0.0,0.639140784740448
0.0,0.17732982337474823
0.0,-0.2118249088525772
0.0,0.18793398141860962
0.0,0.598313570022583
0.0,0.2713794410228729
0.0,0.1815256029367447
0.0,-0.15853753685951233
0.0,0.5916835069656372
0.0,-0.13855299353599548
0.0,0.2118036150932312
0.0,0.6211348176002502
0.0,-0.10923995822668076
0.0,0.4769221544265747
0.0,-0.09325157850980759
0.0,0.5565871000289917
0.0,0.17381726205348969
0.0,1.0
0.0,0.03206714987754822
0.0,0.0320669524371624
0.0,0.03206675127148628
0.0,0.032066550105810165
0.0,0.03206635266542435
0.0,0.03206615149974823
0.0,0.03206595033407211
0.0,0.032065749168395996
0.0,0.03206555172801018
0.0,0.03206535428762436
0.0,0.032065149396657944
0.0,0.032064951956272125
0.0,0.03206474706530571
0.0,0.0320645235478878
0.0,0.03206435218453407
0.0,0.032064154744148254
0.0,0.03206394985318184
0.0,0.03206375241279602
0.0,0.0320635549724102
0.0,0.032063353806734085
0.0,0.032062940299510956
0.0,0.03206275403499603
0.0,0.032062556594610214
0.0,0.0320623554289341
0.0,0.03206215426325798
0.0,0.03206195682287216
0.0,0.032061751931905746
0.0,0.03206134960055351
0.0,0.03206115588545799
0.0,0.032060954719781876
0.0,0.03206075727939606
0.0,0.03206055611371994
0.0,0.03206035867333412
0.0,0.032060157507658005
0.0,0.03205995634198189
0.0,0.03205950930714607
0.0,0.032059356570243835
0.0,0.03205915540456772
0.0,0.0320589579641819
0.0,0.03205875679850578
0.0,0.032058555632829666
0.0,0.03205835819244385
0.0,0.03205815702676773
0.0,0.0320577546954155
0.0,0.03205755725502968
0.0,0.03205735981464386
0.0,0.03205715864896774
0.0,0.032056961208581924
0.0,0.03205675631761551
0.0,0.03205655887722969
0.0,0.03205636143684387
0.0,0.032056160271167755
0.0,0.03205595910549164
0.0,0.03205576166510582
0.0,0.032055556774139404
0.0,0.03205535188317299
0.0,0.03205516189336777
0.0,0.03205496072769165
0.0,0.03205475956201553
0.0,0.032054562121629715
